order,ncr_id,source_dataset,map_status,combined_into,entity_name,rendered_shortest,current_shortest,current_short,current_normal,tier,shortest_type,shortest_source,shortest_source_url,acronym,acronym_source,area_aliases,parent_org,region,roles,org_type,weight,issues,collision_ids,nearby_collision_ids
"2002","NCR13349","geocoded","published",,"GA Solar 3, LLC","GS3","GA Solar 3","GA Solar 3","GA Solar 3","normal",,,,"GA Solar 3","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2003","NCR12114","geocoded","published",,"Gambit Energy Storage, LLC","Gambit","Gambit","Gambit Energy Storage","Gambit Energy Storage","normal",,,,"Gambit","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2004","NCR13112","geocoded","published",,"Garnet Mesa Solar LLC","GM","Garnet Mesa","Garnet Mesa Solar","Garnet Mesa Solar","normal",,,,"Garnet Mesa","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2005","NCR12348","geocoded","published",,"Gaskell West","Gaskell","Gaskell","Gaskell West","Gaskell West","normal",,,,"Gaskell West","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2006","NCR13184","geocoded","published",,"Giffen Solar Park LLC","Giffen","Giffen","Giffen Solar Park","Giffen Solar Park","normal",,,,"Giffen Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2007","NCR12485","geocoded","published",,"Giga Texas Energy, LLC","GT","Giga Texas","Giga Texas Energy","Giga Texas Energy","normal",,,,"Giga Texas Energy","eia_861","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2008","NCR05171","geocoded","published",,"Glacier Electric Cooperative, Inc.","GEC","GEC","Glacier Electric Cooperative","Glacier Electric Cooperative","normal",,,,"GEC","official_website","[]",,"WECC","[""TO""]",,"2","[]","[]","[]"
"2009","NCR13399","geocoded","published",,"Glover Creek Solar, LLC","GC","Glover Creek","Glover Creek Solar","Glover Creek Solar","normal",,,,"Glover Creek","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2010","NCR11703","geocoded","published",,"Golden Fields Solar I, LLC","Golden I","Golden I","Golden Fields Solar I","Golden Fields Solar I","normal",,,,"Golden Fields I","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2011","NCR11153","geocoded","published",,"Golden Spread Panhandle Wind Ranch, LLC","GSPWR","GSPWR","Golden Spread Panhandle Wind","Golden Spread Panhandle Wind Ranch","normal",,,,"GSPWR","name_initialism","[]","Golden Spread Electric Cooperative, Inc.","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2012","NCR13190","geocoded","published",,"Goleta Energy Storage, LLC","Goleta","Goleta","Goleta Energy Storage","Goleta Energy Storage","normal",,,,"Goleta BESS","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2013","NCR13177","geocoded","published",,"Goodwell Wind Project LLC","Goodwell","Goodwell","Goodwell Wind","Goodwell Wind Project","normal",,,,"Goodwell","name_initialism","[]","Enel Green Power North America","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2014","NCR13419","geocoded","published",,"Gransolar Texas One, LLC","GRNSLR","Gransolar","Gransolar Texas One","Gransolar Texas One","normal",,,,"Gransolar TX1","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2015","NCR12254","geocoded","published",,"Graphite Solar I, LLC","Graphite","Graphite","Graphite Solar I","Graphite Solar I","normal",,,,"Graphite Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2016","NCR13146","geocoded","published",,"Gravel Pit Solar, LLC","GP","Gravel Pit","Gravel Pit Solar","Gravel Pit Solar","normal",,,,"Gravel Pit Solar","official_website","[]","DESRI Holdings","NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2017","NCR13191","geocoded","published",,"Gray Hawk Solar, LLC","GH","Gray Hawk","Gray Hawk Solar","Gray Hawk Solar","normal",,,,"Gray Hawk","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2018","NCR12542","geocoded","published",,"Greasewood II LLC","GRSWD","Greasewood","Greasewood II","Greasewood II","normal",,,,"Greasewood II","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2019","NCR13350","geocoded","published",,"Great Bend Solar, LLC","Great","Great Bend","Great Bend Solar","Great Bend Solar","normal",,,,"Great","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2020","NCR12561","geocoded","published",,"Great Kiskadee Storage, LLC","Kiskadee","Kiskadee","Great Kiskadee Storage","Great Kiskadee Storage","normal",,,,"Kiskadee","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2021","NCR12301","geocoded","published",,"Great Pathfinder Wind, LLC","PTHFND","Pathfinder","Great Pathfinder Wind","Great Pathfinder Wind","normal",,,,"Pathfinder","name_initialism","[]","Apex Clean Energy","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2022","NCR11623","geocoded","published",,"Green Power Solutions of Georgia, LLC","GPS","GPS","Green Power Solutions of Georgia","Green Power Solutions of Georgia","normal",,,,"GPS","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2023","NCR13358","geocoded","published",,"Grimes County Solar Project, LLC","Grimes","Grimes","Grimes County Solar","Grimes County Solar Project","normal",,,,"Grimes Solar","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2024","NCR13525","geocoded","published",,"Grissom Solar, LLC","Grissom","Grissom","Grissom Solar","Grissom Solar","normal",,,,"Grissom Solar","common_market_name","[]","MN8 Energy","NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2025","NCR13318","geocoded","published",,"Guajillo Energy Storage, LLC","Guajillo","Guajillo","Guajillo Energy Storage","Guajillo Energy Storage","normal",,,,"Guajillo","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2026","NCR13298","geocoded","published",,"Gulf Coast Solar Center I, LLC","GCSC I","GCSC I","Gulf Coast Solar Center I","Gulf Coast Solar Center I","normal",,,,"GCSC I","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2027","NCR13299","geocoded","published",,"Gulf Coast Solar Center II, LLC","GCSC II","GCSC II","Gulf Coast Solar Center II","Gulf Coast Solar Center II","normal",,,,"GCSC II","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2028","NCR13300","geocoded","published",,"Gulf Coast Solar Center III, LLC","GCSC III","GCSC III","Gulf Coast Solar Center III","Gulf Coast Solar Center III","normal",,,,"GCSC III","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2029","NCR13154","geocoded","published",,"Hancock Wind, LLC","Hancock","Hancock","Hancock Wind","Hancock Wind","normal",,,,"Hancock Wind","common_market_name","[]","Onward Energy","NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2030","NCR12433","geocoded","published",,"Hanwha Convergence USA Corp.","Hanwha","Hanwha","Hanwha Convergence USA","Hanwha Convergence USA","normal",,,,"Hanwha Convergence","official_website","[]",,"Texas RE","[""GOP""]",,"2","[]","[]","[]"
"2031","NCR10265","geocoded","published",,"Happy Jack Windpower, LLC","HJ","Happy Jack","Happy Jack Windpower","Happy Jack Windpower","normal",,,,"Happy Jack","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2032","NCR12446","geocoded","published",,"Happy Solar 1, LLC","HS","Happy Solar","Happy Solar 1","Happy Solar 1","normal",,,,"Happy Solar 1","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2033","NCR12127","geocoded","published",,"Harry Allen Solar Energy, LLC","HA","Harry Allen","Harry Allen Solar","Harry Allen Solar Energy","normal",,,,"Harry Allen Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2034","NCR12083","geocoded","published",,"Harts Mill Solar, LLC","HM","Harts Mill","Harts Mill Solar","Harts Mill Solar","normal",,,,"Harts Mill","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2035","NCR12478","geocoded","published",,"Harvest Gold Solar Power, LLC","HG","Harvest Gold","Harvest Gold Solar","Harvest Gold Solar Power","normal",,,,"Harvest Gold","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2036","NCR13410","geocoded","published",,"Hattiesburg Farm, LLC","HTTSBR","Hattiesburg","Hattiesburg Farm","Hattiesburg Farm","normal",,,,"Hattiesburg Farm","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2037","NCR12201","geocoded","published",,"Haystack Wind Project, LLC","Haystack","Haystack","Haystack Wind","Haystack Wind Project","normal",,,,"Haystack","name_initialism","[]","Orsted","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2038","NCR12187","geocoded","published",,"HDSI, LLC","HDSI","HDSI","HDSI","HDSI","normal",,,,"HDSI","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2039","NCR12559","geocoded","published",,"Hecate Energy Highland, LLC","Hecate","Hecate","Hecate Energy Highland","Hecate Energy Highland","normal",,,,"Hecate","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2040","NCR13091","geocoded","published",,"Hecate Energy Ramsey LLC","Aktina","Aktina","Hecate Energy Ramsey","Aktina Solar","normal",,,,"Aktina Solar","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2041","NCR12108","geocoded","published",,"Hillcrest Solar I, LLC","Hillcres","Hillcrest","Hillcrest Solar I","Hillcrest Solar I","normal",,,,"Hillcres","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2042","NCR12528","geocoded","published",,"Honeysuckle Solar LLC","Honeysuc","Honeysuckle","Honeysuckle Solar","Honeysuckle Solar","normal",,,,"Honeysuc","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2043","NCR12434","geocoded","published",,"Horizon Solar, LLC","Horizon","Horizon","Horizon Solar","Horizon Solar","normal",,,,"Horizon Solar","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2044","NCR12538","geocoded","published",,"Hornet Solar LLC","Hornet","Hornet","Hornet Solar","Hornet Solar","normal",,,,"Hornet Solar","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2045","NCR13237","geocoded","published",,"Hornshadow Solar, LLC","HRNSHD","Hornshadow","Hornshadow Solar","Hornshadow Solar","normal",,,,"Hornshadow","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2046","NCR12568","geocoded","published",,"Horseshoe Solar, LLC","HRSSH","Horseshoe","Horseshoe Solar","Horseshoe Solar","normal",,,,"Horseshoe","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2047","NCR13205","geocoded","published",,"House Mountain LLC","HM","House Mtn","House Mountain","House Mountain","normal",,,,"House Mountain","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2048","NCR11366","geocoded","published",,"Hudson Transmission Partners, LLC","HTP","HTP","Hudson Transmission Partners","Hudson Transmission Partners","normal",,,,"HTP","common_market_name","[]",,"RF","[""TO""]",,"2","[]","[]","[]"
"2049","NCR13553","geocoded","published",,"Hummingbird BESS","HMMNGB","Hummingbird","Hummingbird BESS","Hummingbird BESS","normal",,,,"Hummingbird","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2050","NCR12126","geocoded","published",,"Hunter Solar LLC","Hunter","Hunter","Hunter Solar","Hunter Solar","normal",,,,"Hunter Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2051","NCR12563","geocoded","published",,"Hunter Solar, LLC (Hunter Colorado)","Hunter","Hunter CO","Hunter Solar Colorado","Hunter Solar (Hunter Colorado)","normal",,,,"Hunter CO","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2052","NCR13192","geocoded","published",,"Huntington Wind Projects","HNTNGT","Huntington","Huntington Wind","Huntington Wind Projects","normal",,,,"Huntington Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2053","NCR12023","geocoded","published",,"Huntley Solar, LLC","Huntley","Huntley","Huntley Solar","Huntley Solar","normal",,,,"Huntley","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2054","NCR13039","geocoded","published",,"HV Sun SFA Manager 1, LLC","HV Sun","HV Sun","HV Sun SFA Manager 1","HV Sun SFA Manager 1","normal",,,,"HV Sun SFA","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2055","NCR12057","geocoded","published",,"Impact Solar 1, LLC","Impact","Impact","Impact Solar 1","Impact Solar 1","normal",,,,"Impact Solar","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2056","NCR11427","geocoded","published",,"Imperial Valley Solar 1, LLC","IVS1","IVS1","Imperial Valley Solar 1","Imperial Valley Solar 1","normal",,,,"IVS1","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2057","NCR11961","geocoded","published",,"Imperial Valley Solar 2, LLC","IVS2","IVS2","Imperial Valley Solar 2","Imperial Valley Solar 2","normal",,,,"IVS2","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2058","NCR11858","geocoded","published",,"Imperial Valley Solar 3, LLC","IVS3","IVS3","Imperial Valley Solar 3","Imperial Valley Solar 3","normal",,,,"IVS3","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2059","NCR13211","geocoded","published",,"Imperial Valley Solar Company 2, LLC","IVSC2","IVSC2","Imperial Valley Solar Company 2","Imperial Valley Solar Company 2","normal",,,,"IVSC2","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2060","NCR13446","geocoded","published",,"IN Solar 1, LLC","IN1","IN1","IN Solar 1","IN Solar 1","normal",,,,"IN","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2061","NCR13558","geocoded","published",,"Indian Creek Solar Farm LLC","IC","Indian Creek","Indian Creek Solar Farm","Indian Creek Solar Farm","normal",,,,"Indian Creek","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2062","NCR05197","geocoded","published",,"Indigo Generation, LLC","Indigo","Indigo","Indigo Generation","Indigo Generation","normal",,,,"Indigo","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2063","NCR13490","geocoded","published",,"Innovative Solar 31, LLC","IS31","IS31","Innovative Solar 31","Innovative Solar 31","normal",,,,"IS31","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2064","NCR11782","geocoded","published",,"Innovative Solar 42, LLC","IS42","IS42","Innovative Solar 42","Innovative Solar 42","normal",,,,"IS42","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2065","NCR13497","geocoded","published",,"Innovative Solar 43","IS43","IS43","Innovative Solar 43","Innovative Solar 43","normal",,,,"IS43","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2066","NCR11624","geocoded","published",,"Innovative Solar 46, LLC","IS46","IS46","Innovative Solar 46","Innovative Solar 46","normal",,,,"IS46","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2067","NCR13449","geocoded","published",,"Innovative Solar 47, LLC","IS47","IS47","Innovative Solar 47","Innovative Solar 47","normal",,,,"IS47","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2068","NCR13408","geocoded","published",,"Innovative Solar 67, LLC","IS67","IS67","Innovative Solar 67","Innovative Solar 67","normal",,,,"IS67","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2069","NCR12321","geocoded","published",,"IP Radian, LLC","Radian","Radian","IP Radian","IP Radian","normal",,,,"IP Radian","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2070","NCR11257","geocoded","published",,"Ironwood Windpower, LLC","Ironwood","Ironwood","Ironwood Windpower","Ironwood Windpower","normal",,,,"Ironwood","common_market_name","[]","Duke Energy","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2071","NCR12318","geocoded","published",,"Jackpot Holdings, LLC","Jackpot","Jackpot","Jackpot Holdings","Jackpot Holdings","normal",,,,"Jackpot","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2072","NCR13185","geocoded","published",,"Jacumba Solar, LLC","Jacumba","Jacumba","Jacumba Solar","Jacumba Solar","normal",,,,"Jacumba","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2073","NCR13347","geocoded","published",,"Jones Farm Lane Solar, LLC","JF","Jones Farm","Jones Farm Lane Solar","Jones Farm Lane Solar","normal",,,,"Jones Farm Lane","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2074","NCR13473","geocoded","published",,"Justice BESS, LLC","Justice","Justice","Justice BESS","Justice BESS","normal",,,,"Justice BESS","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2075","NCR01109","geocoded","published",,"Kansas Electric Power Cooperative, Inc.","KEPCo","KEPCo","Kansas Electric Power Cooperative","Kansas Electric Power Cooperative","normal",,,,"KEPCo","official_website","[]",,"MRO","[""RP""]","cooperative","2","[]","[]","[]"
"2076","NCR11712","geocoded","published",,"Kelly Creek Wind, LLC","KC","Kelly Creek","Kelly Creek Wind","Kelly Creek Wind","normal",,,,"Kelly Creek","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2077","NCR13285","geocoded","published",,"Kelso Solar, LLC","Kelso","Kelso","Kelso Solar","Kelso Solar","normal",,,,"Kelso","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2078","NCR13212","geocoded","published",,"Kent South, LLC","KS","Kent South","Kent South","Kent South","normal",,,,"Kent South","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2079","NCR13441","geocoded","published",,"Kimmel Road Solar, LLC","Kimmel","Kimmel","Kimmel Road Solar","Kimmel Road Solar","normal",,,,"Kimmel Rd","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2080","NCR13195","geocoded","published",,"Kingbird Solar A, LLC","KNGBRD","Kingbird A","Kingbird Solar A","Kingbird Solar A","normal",,,,"Kingbird A","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2081","NCR13199","geocoded","published",,"Kingbird Solar B, LLC","KB","Kingbird B","Kingbird Solar B","Kingbird Solar B","normal",,,,"Kingbird B","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2082","NCR13495","geocoded","published",,"Kingman Energy Storage LLC","Kingman","Kingman","Kingman Energy Storage","Kingman Energy Storage","normal",,,,"Kingman ES","name_initialism","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2083","NCR13165","geocoded","published",,"Kit Carson Windpower, LLC","KC","Kit Carson","Kit Carson Windpower","Kit Carson Windpower","normal",,,,"Kit Carson Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2084","NCR13155","geocoded","published",,"Kumeyaay Wind","Kumeyaay","Kumeyaay","Kumeyaay Wind","Kumeyaay Wind","normal",,,,"Kumeyaay Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2085","NCR13065","geocoded","published",,"Kuna BESS LLC","Kuna","Kuna","Kuna BESS","Kuna BESS","normal",,,,"Kuna BESS","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2086","NCR13295","geocoded","published",,"LA3 West Baton Rouge, L.L.C.","LA3","LA3","LA3 West Baton Rouge","LA3 West Baton Rouge","normal",,,,"LA3 WBR","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2087","NCR11885","geocoded","published",,"Lamesa II Solar, LLC","LI","Lamesa II","Lamesa II Solar","Lamesa II Solar","normal",,,,"Lamesa II","common_market_name","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2088","NCR12186","geocoded","published",,"Lancaster Solar, LLC","LNCSTR","Lancaster","Lancaster Solar","Lancaster Solar","normal",,,,"Lancaster","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2089","NCR13398","geocoded","published",,"Landrace Solar, LLC","Landrace","Landrace","Landrace Solar","Landrace Solar","normal",,,,"Landrace","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2090","NCR11976","geocoded","published",,"Lapetus Energy Project, LLC","Lapetus","Lapetus","Lapetus Energy Project","Lapetus Energy Project","normal",,,,"Lapetus","eia_861","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2091","NCR05213","geocoded","published",,"Larkspur Energy, LLC","Larkspur","Larkspur","Larkspur Energy","Larkspur Energy","normal",,,,"Larkspur","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2092","NCR12092","geocoded","published",,"Las Majadas Wind Project, LLC","LM","Las Majadas","Las Majadas Wind","Las Majadas Wind Project","normal",,,,"Las Majadas","eia_861","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2093","NCR13245","geocoded","published",,"Laurel Hill Wind Energy, LLC","LH","Laurel Hill","Laurel Hill Wind Energy","Laurel Hill Wind Energy","normal",,,,"Laurel Hill","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2094","NCR12290","geocoded","published",,"Ledyard Windpower, LLC","Ledyard","Ledyard","Ledyard Windpower","Ledyard Windpower","normal",,,,"Ledyard","common_market_name","[]","Deriva Energy","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2095","NCR13317","geocoded","published",,"Liberty 1 Solar, LLC","L1","Liberty 1","Liberty 1 Solar","Liberty 1 Solar","normal",,,,"Liberty 1","eia_861","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2096","NCR13453","geocoded","published",,"Lick Creek Solar, LLC","LC","Lick Creek","Lick Creek Solar","Lick Creek Solar","normal",,,,"Lick Creek","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2097","NCR13450","geocoded","published",,"Lily Solar LLC","Lily","Lily","Lily Solar","Lily Solar","normal",,,,"Lily","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2098","NCR13178","geocoded","published",,"Lindahl Wind Project LLC","Lindahl","Lindahl","Lindahl Wind Project","Lindahl Wind Project","normal",,,,"Lindahl","common_market_name","[]","Enel Green Power","MRO","[""GO""]","merchant","2","[]","[]","[]"
"2099","NCR12346","geocoded","published",,"Lockhart Solar PV, LLC (Lockhart I)","LI","Lockhart I","Lockhart Solar I","Lockhart Solar PV I","normal",,,,"Lockhart I","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2100","NCR07132","geocoded","published",,"Lockport Energy Associates","LEA","LEA","Lockport Energy Associates","Lockport Energy Associates","normal",,,,"LEA","name_initialism","[]",,"NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2101","NCR13342","geocoded","published",,"Lone Star Solar, LLC","LS","Lone Star","Lone Star Solar","Lone Star Solar","normal",,,,"Lone Star","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2102","NCR13024","geocoded","published",,"Long Lake Solar, LLC","LL","Long Lake","Long Lake Solar","Long Lake Solar","normal",,,,"Long Lake","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2103","NCR12569","geocoded","published",,"Longroad Energy Services","Longroad","Longroad","Longroad Energy Services","Longroad Energy Services","major",,,,"Longroad","official_website","[]",,"NPCC","[""GOP""]","merchant","2","[]","[]","[]"
"2104","NCR13557","geocoded","published",,"Lotus Wind, LLC","Lotus","Lotus","Lotus Wind","Lotus Wind","normal",,,,"Lotus","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2105","NCR12499","geocoded","published",,"LRE Operations Control Center","LRE","LRE","LRE Operations Control Center","LRE Operations Control Center","normal",,,,"LRE OCC","name_initialism","[]","Leeward Renewable Energy","MRO","[""GOP""]","merchant","2","[]","[]","[]"
"2106","NCR13288","geocoded","published",,"Lucky Bluff BESS LLC","LB","Lucky Bluff","Lucky Bluff BESS","Lucky Bluff BESS","normal",,,,"Lucky Bluff","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2107","NCR13307","geocoded","published",,"Lyons Solar, LLC","Lyons","Lyons","Lyons Solar","Lyons Solar","normal",,,,"Lyons Solar","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2108","NCR12309","geocoded","published",,"Madero Grid, LLC","Madero","Madero","Madero Grid","Madero Grid","normal",,,,"Madero Grid","name_initialism","[]",,"Texas RE","[""GO""]",,"2","[]","[]","[]"
"2109","NCR11793","geocoded","published",,"Marco DM Holdings, LLC","MarcoDM","MarcoDM","Marco DM Holdings","Marco DM Holdings","normal",,,,"MarcoDM","name_initialism","[]",,"NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2110","NCR13213","geocoded","published",,"Maricopa West Solar PV, LLC","Maricopa","Maricopa","Maricopa West Solar","Maricopa West Solar PV","normal",,,,"Maricopa West","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2111","NCR13483","geocoded","published",,"Marion County Solar Project, LLC","Marion","Marion","Marion County Solar","Marion County Solar Project","normal",,,,"Marion County","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2112","NCR11256","geocoded","published",,"Mariposa Energy, LLC","Mariposa","Mariposa","Mariposa Energy","Mariposa Energy","normal",,,,"Mariposa","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2113","NCR01006","geocoded","published",,"Marshall Municipal Utilities","MMU","MMU","Marshall Municipal Utilities","Marshall Municipal Utilities","normal",,,,"MMU","official_website","[]",,"MRO","[""TO""]","municipal","2","[]","[]","[]"
"2114","NCR12531","geocoded","published",,"Martin County Solar Project, LLC","Martin","Martin","Martin County Solar","Martin County Solar Project","normal",,,,"Martin County","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2115","NCR12079","geocoded","published",,"Maverick Solar, LLC","Maverick","Maverick","Maverick Solar","Maverick Solar","normal",,,,"Maverick Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2116","NCR13519","geocoded","published",,"MD Solar 2 LLC","MS2","MD Solar 2","MD Solar 2","MD Solar 2","normal",,,,"MD Solar 2","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2117","NCR12327","geocoded","published",,"Meadow Lake Solar Park LLC","ML","Meadow Lake","Meadow Lake Solar Park","Meadow Lake Solar Park","normal",,,,"Meadow Lake","name_initialism","[]",,"RF","[""GO""]",,"2","[]","[]","[]"
"2118","NCR13426","geocoded","published",,"Medway Grid, LLC","Medway","Medway","Medway Grid","Medway Grid","normal",,,,"MEDGRID","name_initialism","[]",,"NPCC","[""GO""]","merchant","2","[]","[]","[]"
"2119","NCR13389","geocoded","published",,"Mesa Wind Power LLC","MW","Mesa Wind","Mesa Wind Power","Mesa Wind Power","normal",,,,"Mesa Wind","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
"2120","NCR12036","geocoded","published",,"Midlands Solar LLC","Midlands","Midlands","Midlands Solar","Midlands Solar","normal",,,,"Midlands","name_initialism","[]",,"SERC","[""GO""]",,"2","[]","[]","[]"
"2121","NCR13125","geocoded","published",,"Milagro Solar 1, LLC","Milagro","Milagro","Milagro Solar 1","Milagro Solar 1","normal",,,,"Milagro Solar","common_market_name","[]",,"WECC","[""GO""]",,"2","[]","[]","[]"
